"Site","Plot","TIMESTAMP","Instrument","Instrument_ID","Sensor_ID","Location","Value","research_name","ID","F_OOB","F_OOS"
"GCW","W","2022-09-01 00:15:00","LI-200R",,,,0,"wx_slr_tf15","8f9c22b52f36945c",,0
"GCW","W","2022-09-01 00:15:00","CS106",,,,4.50016,"wx_svp15","7ecca3031d4a0efb",,0
"GCW","W","2022-09-01 00:15:00","CS EE181",,,,17.52,"wx_tempavg15","5d6e618ab101ac0d",0,0
"GCW","W","2022-09-01 00:15:00","CS106",,,,0,"wx_vappress15","b2a024990dbf3be8",1,0
"GCW","W","2022-09-01 00:15:00","CS106",,,,4.50016,"wx_vpd15","44cf3b0074950081",,0
"GCW","W","2022-09-01 00:15:00","RM Young 05103-10-L",,,,307.233,"wx_winddir15","f9b1abb561a98429",0,0
"GCW","W","2022-09-01 00:15:00","RM Young 05103-10-L",,,,0.4750822,"wx_windspeed15","8707bdec49c12689",,0
"GCW","W","2022-09-01 00:30:00","CS106",,,,1014.284,"wx_barpress15","8f762c97ccc1f80a",0,0
"GCW","W","2022-09-01 00:30:00","CS700",,,,0,"wx_gcrew_rain15","d858bd987cfbee5c",0,0
"GCW","W","2022-09-01 00:30:00","RM Young 05103-10-L",,,,0.686,"wx_maxws15","b729403972d32246",0,0
"GCW","W","2022-09-01 00:30:00","RM Young 05103-10-L",,,,0,"wx_minws15","066e5d1ac1bfc36d",0,0
"GCW","W","2022-09-01 00:30:00","LI-190R",,,,0.363,"wx_par_den15","e4ac43bd33278c0c",,0
"GCW","W","2022-09-01 00:30:00","LI-190R",,,,0,"wx_par_tot15","db34ae02db3bb597",,0
"GCW","W","2022-09-01 00:30:00","CS EE181",,,,95.1,"wx_rh15","261d925c4e5bb9d3",0,0
"GCW","W","2022-09-01 00:30:00","LI-200R",,,,0.129,"wx_slr_fd15","ffeb3216f9dcb395",,0
"GCW","W","2022-09-01 00:30:00","LI-200R",,,,0.001,"wx_slr_tf15","6de8de8ae53db143",,0
"GCW","W","2022-09-01 00:30:00","CS106",,,,4.418054,"wx_svp15","04534697b88c111e",,0
"GCW","W","2022-09-01 00:30:00","CS EE181",,,,17.26,"wx_tempavg15","03aa4fedd543a717",0,0
"GCW","W","2022-09-01 00:30:00","CS106",,,,0,"wx_vappress15","40eb305e200edee4",1,0
"GCW","W","2022-09-01 00:30:00","CS106",,,,4.418054,"wx_vpd15","9c97f0f2c670ff1a",,0
"GCW","W","2022-09-01 00:30:00","RM Young 05103-10-L",,,,275.0256,"wx_winddir15","47afbee1a60f2b72",0,0
"GCW","W","2022-09-01 00:30:00","RM Young 05103-10-L",,,,0.2340022,"wx_windspeed15","c36f526e0cb07001",,0
"GCW","W","2022-09-01 00:45:00","CS106",,,,1014.314,"wx_barpress15","0be6b5c024423755",0,0
"GCW","W","2022-09-01 00:45:00","CS700",,,,0,"wx_gcrew_rain15","270b73ba0401ae15",0,0
"GCW","W","2022-09-01 00:45:00","RM Young 05103-10-L",,,,0.588,"wx_maxws15","3a9814c2d6ebd710",0,0
"GCW","W","2022-09-01 00:45:00","RM Young 05103-10-L",,,,0,"wx_minws15","76af93c8d0738cbf",0,0
"GCW","W","2022-09-01 00:45:00","LI-190R",,,,0.295,"wx_par_den15","8a6b3c3cf48caf82",,0
"GCW","W","2022-09-01 00:45:00","LI-190R",,,,0,"wx_par_tot15","5ab28dfdefc39b8e",,0
"GCW","W","2022-09-01 00:45:00","CS EE181",,,,96,"wx_rh15","d1fb3dc56f3632f7",0,0
"GCW","W","2022-09-01 00:45:00","LI-200R",,,,0.114,"wx_slr_fd15","d0851da125527a9a",,0
"GCW","W","2022-09-01 00:45:00","LI-200R",,,,0.001,"wx_slr_tf15","21fb9e742351f28b",,0
"GCW","W","2022-09-01 00:45:00","CS106",,,,4.319302,"wx_svp15","7bde51bfb062f52c",,0
"GCW","W","2022-09-01 00:45:00","CS EE181",,,,16.76,"wx_tempavg15","cc4b4fe7fd2a806c",0,0
"GCW","W","2022-09-01 00:45:00","CS106",,,,0,"wx_vappress15","2cedf6a9766bb1f1",1,0
"GCW","W","2022-09-01 00:45:00","CS106",,,,4.319302,"wx_vpd15","72635c2b34e13af7",,0
"GCW","W","2022-09-01 00:45:00","RM Young 05103-10-L",,,,183.414,"wx_winddir15","71bae10a09649172",0,0
"GCW","W","2022-09-01 00:45:00","RM Young 05103-10-L",,,,0.04039778,"wx_windspeed15","73dcf72fb82dd260",,0
"GCW","W","2022-09-01 01:00:00","CS106",,,,1014.359,"wx_barpress15","4e6b2617f760de0a",0,0
"GCW","W","2022-09-01 01:00:00","CS700",,,,0,"wx_gcrew_rain15","bdbe31ff5ecfc4cc",0,0
"GCW","W","2022-09-01 01:00:00","RM Young 05103-10-L",,,,0.784,"wx_maxws15","d75c5824da436cf3",0,0
"GCW","W","2022-09-01 01:00:00","RM Young 05103-10-L",,,,0,"wx_minws15","aefd4e38cbc16f87",0,0
"GCW","W","2022-09-01 01:00:00","LI-190R",,,,0.397,"wx_par_den15","0070618285462a6f",,0
"GCW","W","2022-09-01 01:00:00","LI-190R",,,,0,"wx_par_tot15","b3f4c08b80be1286",,0
"GCW","W","2022-09-01 01:00:00","CS EE181",,,,96.1,"wx_rh15","ef04cdc1840ec4cf",0,0
"GCW","W","2022-09-01 01:00:00","LI-200R",,,,0.115,"wx_slr_fd15","c6d30ab08537aa21",,0
"GCW","W","2022-09-01 01:00:00","LI-200R",,,,0.001,"wx_slr_tf15","a9c0be27ff33ef64",,0
"GCW","W","2022-09-01 01:00:00","CS106",,,,4.385007,"wx_svp15","5ea14a5d430f357d",,0
"GCW","W","2022-09-01 01:00:00","CS EE181",,,,17.03,"wx_tempavg15","2b62e01cefcbe436",0,0
"GCW","W","2022-09-01 01:00:00","CS106",,,,0,"wx_vappress15","3ac0f88ee90f49a3",1,0
"GCW","W","2022-09-01 01:00:00","CS106",,,,4.385007,"wx_vpd15","bfa3d8c832528220",,0
"GCW","W","2022-09-01 01:00:00","RM Young 05103-10-L",,,,304.7136,"wx_winddir15","397b3d6bae048b04",0,0
"GCW","W","2022-09-01 01:00:00","RM Young 05103-10-L",,,,0.5136288,"wx_windspeed15","eadf3e740b7ee81f",,0
"GCW","W","2022-09-01 01:15:00","CS106",,,,1014.277,"wx_barpress15","ea62a378c74a4336",0,0
"GCW","W","2022-09-01 01:15:00","CS700",,,,0,"wx_gcrew_rain15","20c47155cd3ae004",0,0
"GCW","W","2022-09-01 01:15:00","RM Young 05103-10-L",,,,0.8036,"wx_maxws15","507a14793e74e1a1",0,0
"GCW","W","2022-09-01 01:15:00","RM Young 05103-10-L",,,,0.2352,"wx_minws15","b57a5091243d67c7",0,0
"GCW","W","2022-09-01 01:15:00","LI-190R",,,,0.372,"wx_par_den15","d6918782a731a48b",,0
"GCW","W","2022-09-01 01:15:00","LI-190R",,,,0,"wx_par_tot15","182a1942b02fdf92",,0
"GCW","W","2022-09-01 01:15:00","CS EE181",,,,95.9,"wx_rh15","f14d51340c5caf94",0,0
"GCW","W","2022-09-01 01:15:00","LI-200R",,,,0.103,"wx_slr_fd15","32e3548e5d8b67a6",,0
"GCW","W","2022-09-01 01:15:00","LI-200R",,,,0.001,"wx_slr_tf15","066714e446fddaca",,0
"GCW","W","2022-09-01 01:15:00","CS106",,,,4.43468,"wx_svp15","78907b3a4a52df5a",,0
"GCW","W","2022-09-01 01:15:00","CS EE181",,,,17.09,"wx_tempavg15","247209aef7e22b09",0,0
"GCW","W","2022-09-01 01:15:00","CS106",,,,0,"wx_vappress15","0ec8ca243603f228",1,0
"GCW","W","2022-09-01 01:15:00","CS106",,,,4.43468,"wx_vpd15","3fcc064afcb23bd4",,0
"GCW","W","2022-09-01 01:15:00","RM Young 05103-10-L",,,,280.9449,"wx_winddir15","d2e98469d916eaf6",0,0
"GCW","W","2022-09-01 01:15:00","RM Young 05103-10-L",,,,0.5277844,"wx_windspeed15","5cd9d00e09097b32",,0
"GCW","W","2022-09-01 01:30:00","CS106",,,,1014.33,"wx_barpress15","4d24b5fa4808983e",0,0
"GCW","W","2022-09-01 01:30:00","CS700",,,,0,"wx_gcrew_rain15","de1c2ef763bac642",0,0
"GCW","W","2022-09-01 01:30:00","RM Young 05103-10-L",,,,0.9408,"wx_maxws15","0e7348d675daa0f1",0,0
"GCW","W","2022-09-01 01:30:00","RM Young 05103-10-L",,,,0,"wx_minws15","bbac28715c9ba4f6",0,0
"GCW","W","2022-09-01 01:30:00","LI-190R",,,,0.474,"wx_par_den15","209937b08b21df3a",,0
"GCW","W","2022-09-01 01:30:00","LI-190R",,,,0,"wx_par_tot15","d182aff864a5115b",,0
"GCW","W","2022-09-01 01:30:00","CS EE181",,,,95.8,"wx_rh15","7c02646e9eb49276",0,0
"GCW","W","2022-09-01 01:30:00","LI-200R",,,,0.091,"wx_slr_fd15","27fcc987c11be9ce",,0
"GCW","W","2022-09-01 01:30:00","LI-200R",,,,0,"wx_slr_tf15","d507174aa60402af",,0
"GCW","W","2022-09-01 01:30:00","CS106",,,,4.417677,"wx_svp15","10b4716f2519bc76",,0
"GCW","W","2022-09-01 01:30:00","CS EE181",,,,17.15,"wx_tempavg15","63e90a466370821e",0,0
"GCW","W","2022-09-01 01:30:00","CS106",,,,0,"wx_vappress15","c0deacc60bbb5591",1,0
"GCW","W","2022-09-01 01:30:00","CS106",,,,4.417677,"wx_vpd15","34c68beca6b20c35",,0
"GCW","W","2022-09-01 01:30:00","RM Young 05103-10-L",,,,305.5838,"wx_winddir15","46134f21baa3efe4",0,0
"GCW","W","2022-09-01 01:30:00","RM Young 05103-10-L",,,,0.4673511,"wx_windspeed15","851265375b56fe1e",,0
"GCW","W","2022-09-01 01:45:00","CS106",,,,1014.365,"wx_barpress15","bcc8d6ac7ad78112",0,0
"GCW","W","2022-09-01 01:45:00","CS700",,,,0,"wx_gcrew_rain15","899ec9a67d5f7608",0,0
"GCW","W","2022-09-01 01:45:00","RM Young 05103-10-L",,,,1.2936,"wx_maxws15","f65a69efed037c4d",0,0
"GCW","W","2022-09-01 01:45:00","RM Young 05103-10-L",,,,0,"wx_minws15","5847adedb2c3b790",0,0
"GCW","W","2022-09-01 01:45:00","LI-190R",,,,0.397,"wx_par_den15","7b003cb58ebf3837",,0
"GCW","W","2022-09-01 01:45:00","LI-190R",,,,0,"wx_par_tot15","e15a49c902a13334",,0
"GCW","W","2022-09-01 01:45:00","CS EE181",,,,96.3,"wx_rh15","c7011f337340c5b4",0,0
"GCW","W","2022-09-01 01:45:00","LI-200R",,,,0.11,"wx_slr_fd15","f028dfd6997625be",,0
"GCW","W","2022-09-01 01:45:00","LI-200R",,,,0.001,"wx_slr_tf15","181517ed310b519b",,0
"GCW","W","2022-09-01 01:45:00","CS106",,,,4.368818,"wx_svp15","6b99bf9a6ecf287a",,0
"GCW","W","2022-09-01 01:45:00","CS EE181",,,,16.9,"wx_tempavg15","989a81092f97d373",0,0
"GCW","W","2022-09-01 01:45:00","CS106",,,,0,"wx_vappress15","771892d72ebf85e8",1,0
"GCW","W","2022-09-01 01:45:00","CS106",,,,4.368818,"wx_vpd15","78faae928ad0f5e8",,0
"GCW","W","2022-09-01 01:45:00","RM Young 05103-10-L",,,,303.8017,"wx_winddir15","1b79c3d78c764b5e",0,0
"GCW","W","2022-09-01 01:45:00","RM Young 05103-10-L",,,,0.6919888,"wx_windspeed15","7665cd1a0458b4cd",,0
"GCW","W","2022-09-01 02:00:00","CS106",,,,1014.451,"wx_barpress15","351fe9f6b1ffb494",0,0
"GCW","W","2022-09-01 02:00:00","CS700",,,,0,"wx_gcrew_rain15","e674f67537f843cb",0,0
"GCW","W","2022-09-01 02:00:00","RM Young 05103-10-L",,,,1.0976,"wx_maxws15","8a11d01dfa8e09be",0,0
"GCW","W","2022-09-01 02:00:00","RM Young 05103-10-L",,,,0,"wx_minws15","d3ff51bc71be54af",0,0
"GCW","W","2022-09-01 02:00:00","LI-190R",,,,0.329,"wx_par_den15","58d0c2b47ca2a826",,0
"GCW","W","2022-09-01 02:00:00","LI-190R",,,,0,"wx_par_tot15","8fabbd88ac3a8353",,0
"GCW","W","2022-09-01 02:00:00","CS EE181",,,,95.6,"wx_rh15","def39288050e300d",0,0
"GCW","W","2022-09-01 02:00:00","LI-200R",,,,0.12,"wx_slr_fd15","19da40013e407635",,0
"GCW","W","2022-09-01 02:00:00","LI-200R",,,,0.001,"wx_slr_tf15","c7e1c4d838c00928",,0
"GCW","W","2022-09-01 02:00:00","CS106",,,,4.38503,"wx_svp15","4cfadacf887fffd1",,0
"GCW","W","2022-09-01 02:00:00","CS EE181",,,,17.07,"wx_tempavg15","77a081b6cea2c4b8",0,0
"GCW","W","2022-09-01 02:00:00","CS106",,,,0,"wx_vappress15","5552780d6700fbae",1,0
"GCW","W","2022-09-01 02:00:00","CS106",,,,4.38503,"wx_vpd15","78ef10b43cf6d822",,0
"GCW","W","2022-09-01 02:00:00","RM Young 05103-10-L",,,,293.6295,"wx_winddir15","32e5fe73375c6c8d",0,0
"GCW","W","2022-09-01 02:00:00","RM Young 05103-10-L",,,,0.5430288,"wx_windspeed15","5c758dcd9011e4c4",,0
"GCW","W","2022-09-01 02:15:00","CS106",,,,1014.458,"wx_barpress15","66c05b0ba372d621",0,0
"GCW","W","2022-09-01 02:15:00","CS700",,,,0,"wx_gcrew_rain15","bbe0c2d6f0b18cfc",0,0
"GCW","W","2022-09-01 02:15:00","RM Young 05103-10-L",,,,1.3132,"wx_maxws15","b723f5b2b37ae7c2",0,0
"GCW","W","2022-09-01 02:15:00","RM Young 05103-10-L",,,,0,"wx_minws15","c30085ca2664c6bf",0,0
"GCW","W","2022-09-01 02:15:00","LI-190R",,,,0.513,"wx_par_den15","d265423bd603cda4",,0
"GCW","W","2022-09-01 02:15:00","LI-190R",,,,0,"wx_par_tot15","4d6f6ec7fcfcc859",,0
"GCW","W","2022-09-01 02:15:00","CS EE181",,,,96.5,"wx_rh15","1b4bfa901a63bb0f",0,0
"GCW","W","2022-09-01 02:15:00","LI-200R",,,,0.096,"wx_slr_fd15","6c3bdd350491cdf0",,0
"GCW","W","2022-09-01 02:15:00","LI-200R",,,,0.001,"wx_slr_tf15","07f9ac93df4ed080",,0
"GCW","W","2022-09-01 02:15:00","CS106",,,,4.368177,"wx_svp15","ac861787111fdabc",,0
"GCW","W","2022-09-01 02:15:00","CS EE181",,,,16.84,"wx_tempavg15","dd6c81b011892fe7",0,0
"GCW","W","2022-09-01 02:15:00","CS106",,,,0,"wx_vappress15","03561dc0bdd96a0f",1,0
"GCW","W","2022-09-01 02:15:00","CS106",,,,4.368177,"wx_vpd15","f913b43a574249e7",,0
"GCW","W","2022-09-01 02:15:00","RM Young 05103-10-L",,,,309.4906,"wx_winddir15","ad68c68643384f24",0,0
"GCW","W","2022-09-01 02:15:00","RM Young 05103-10-L",,,,0.63112,"wx_windspeed15","4ce3fb2b9f0b6d91",,0
"GCW","W","2022-09-01 02:30:00","CS106",,,,1014.481,"wx_barpress15","a87356d399ceb2d9",0,0
"GCW","W","2022-09-01 02:30:00","CS700",,,,0,"wx_gcrew_rain15","88eee0beb0fc1dc6",0,0
"GCW","W","2022-09-01 02:30:00","RM Young 05103-10-L",,,,1.1368,"wx_maxws15","a2c6fd2fd0d0ceb5",0,0
"GCW","W","2022-09-01 02:30:00","RM Young 05103-10-L",,,,0,"wx_minws15","e9b790bf63a1619e",0,0
"GCW","W","2022-09-01 02:30:00","LI-190R",,,,0.5,"wx_par_den15","404e84b3b8d47422",,0
"GCW","W","2022-09-01 02:30:00","LI-190R",,,,0,"wx_par_tot15","0d0edc66605bc649",,0
"GCW","W","2022-09-01 02:30:00","CS EE181",,,,96.3,"wx_rh15","a96d847046096b6e",0,0
"GCW","W","2022-09-01 02:30:00","LI-200R",,,,0.108,"wx_slr_fd15","31fc65e7b46f3cdd",,0
"GCW","W","2022-09-01 02:30:00","LI-200R",,,,0.001,"wx_slr_tf15","63afa13b22136001",,0
"GCW","W","2022-09-01 02:30:00","CS106",,,,4.351727,"wx_svp15","33fe8b9d3e075d48",,0
"GCW","W","2022-09-01 02:30:00","CS EE181",,,,16.9,"wx_tempavg15","310f9943b4645b88",0,0
"GCW","W","2022-09-01 02:30:00","CS106",,,,0,"wx_vappress15","8bb325629dfcae52",1,0
"GCW","W","2022-09-01 02:30:00","CS106",,,,4.351727,"wx_vpd15","e958c6767fc12676",,0
"GCW","W","2022-09-01 02:30:00","RM Young 05103-10-L",,,,312.2058,"wx_winddir15","30ef1a8438ee4012",0,0
"GCW","W","2022-09-01 02:30:00","RM Young 05103-10-L",,,,0.5194,"wx_windspeed15","d45aee6af48d1f44",,0
"GCW","W","2022-09-01 02:45:00","CS106",,,,1014.509,"wx_barpress15","b6d670dc0f0c23aa",0,0
"GCW","W","2022-09-01 02:45:00","CS700",,,,0,"wx_gcrew_rain15","de2818548a5cfca9",0,0
"GCW","W","2022-09-01 02:45:00","RM Young 05103-10-L",,,,1.1564,"wx_maxws15","11a3cef71d184180",0,0
"GCW","W","2022-09-01 02:45:00","RM Young 05103-10-L",,,,0,"wx_minws15","606dc1119ee2e9e3",0,0
"GCW","W","2022-09-01 02:45:00","LI-190R",,,,0.363,"wx_par_den15","09e0cb5060fde757",,0
"GCW","W","2022-09-01 02:45:00","LI-190R",,,,0,"wx_par_tot15","e5f14011bf395d6b",,0
"GCW","W","2022-09-01 02:45:00","CS EE181",,,,95.9,"wx_rh15","f1b10d3ee44ced73",0,0
"GCW","W","2022-09-01 02:45:00","LI-200R",,,,0.117,"wx_slr_fd15","ec082b36f9e0e461",,0
"GCW","W","2022-09-01 02:45:00","LI-200R",,,,0.001,"wx_slr_tf15","fd1ef30b2b2cf155",,0
"GCW","W","2022-09-01 02:45:00","CS106",,,,4.318915,"wx_svp15","8e315d2602e50986",,0
"GCW","W","2022-09-01 02:45:00","CS EE181",,,,16.89,"wx_tempavg15","32f0eabf19858a54",0,0
"GCW","W","2022-09-01 02:45:00","CS106",,,,0,"wx_vappress15","ba9e3eb849d23237",1,0
"GCW","W","2022-09-01 02:45:00","CS106",,,,4.318915,"wx_vpd15","eab6cee404c9300a",,0
"GCW","W","2022-09-01 02:45:00","RM Young 05103-10-L",,,,314.6031,"wx_winddir15","cc2aedac5f4007ec",0,0
"GCW","W","2022-09-01 02:45:00","RM Young 05103-10-L",,,,0.6172911,"wx_windspeed15","f2c7aa6b27409c17",,0
"GCW","W","2022-09-01 03:00:00","CS106",,,,1014.597,"wx_barpress15","3ad54da3162ad2ef",0,0
"GCW","W","2022-09-01 03:00:00","CS700",,,,0,"wx_gcrew_rain15","56c789fb3429afe7",0,0
"GCW","W","2022-09-01 03:00:00","RM Young 05103-10-L",,,,1.1956,"wx_maxws15","12fa59e4655456a2",0,0
"GCW","W","2022-09-01 03:00:00","RM Young 05103-10-L",,,,0,"wx_minws15","a392558f08343a0f",0,0
"GCW","W","2022-09-01 03:00:00","LI-190R",,,,0.449,"wx_par_den15","67bf526836cffb52",,0
"GCW","W","2022-09-01 03:00:00","LI-190R",,,,0,"wx_par_tot15","8b6749852b54418e",,0
"GCW","W","2022-09-01 03:00:00","CS EE181",,,,96.5,"wx_rh15","afbc95a3d14bad4b",0,0
"GCW","W","2022-09-01 03:00:00","LI-200R",,,,0.114,"wx_slr_fd15","69e7c2e19ec13f10",,0
"GCW","W","2022-09-01 03:00:00","LI-200R",,,,0.001,"wx_slr_tf15","15fb1bbfe21c353c",,0
"GCW","W","2022-09-01 03:00:00","CS106",,,,4.36867,"wx_svp15","1803828a3a186f9d",,0
"GCW","W","2022-09-01 03:00:00","CS EE181",,,,16.84,"wx_tempavg15","fa968f3063a352fb",0,0
"GCW","W","2022-09-01 03:00:00","CS106",,,,0,"wx_vappress15","4af04e014977270f",1,0
"GCW","W","2022-09-01 03:00:00","CS106",,,,4.36867,"wx_vpd15","bfb243f69b0df4c7",,0
"GCW","W","2022-09-01 03:00:00","RM Young 05103-10-L",,,,315.1869,"wx_winddir15","c869e67bcb22cddd",0,0
"GCW","W","2022-09-01 03:00:00","RM Young 05103-10-L",,,,0.5978,"wx_windspeed15","ffa6d766acd84736",,0
"GCW","W","2022-09-01 03:15:00","CS106",,,,1014.67,"wx_barpress15","ed665ea47c409a13",0,0
"GCW","W","2022-09-01 03:15:00","CS700",,,,0,"wx_gcrew_rain15","0a2b40aa69eddb77",0,0
"GCW","W","2022-09-01 03:15:00","RM Young 05103-10-L",,,,1.3916,"wx_maxws15","19585844a2761365",0,0
"GCW","W","2022-09-01 03:15:00","RM Young 05103-10-L",,,,0.196,"wx_minws15","ff095b34bb4f4aba",0,0
"GCW","W","2022-09-01 03:15:00","LI-190R",,,,0.415,"wx_par_den15","2e8f9dd50f3e59d8",,0
"GCW","W","2022-09-01 03:15:00","LI-190R",,,,0,"wx_par_tot15","e2f997a70f39e0b3",,0
"GCW","W","2022-09-01 03:15:00","CS EE181",,,,95.8,"wx_rh15","6fc26edbfa5df213",0,0
"GCW","W","2022-09-01 03:15:00","LI-200R",,,,0.14,"wx_slr_fd15","649b4e1cf067db72",,0
"GCW","W","2022-09-01 03:15:00","LI-200R",,,,0.001,"wx_slr_tf15","9e52543b8743930d",,0
"GCW","W","2022-09-01 03:15:00","CS106",,,,4.335743,"wx_svp15","e8e1b9e458be1bf2",,0
"GCW","W","2022-09-01 03:15:00","CS EE181",,,,16.81,"wx_tempavg15","15e032dbb5bd2ab6",0,0
"GCW","W","2022-09-01 03:15:00","CS106",,,,0,"wx_vappress15","89599af36d5fa58c",1,0
"GCW","W","2022-09-01 03:15:00","CS106",,,,4.335743,"wx_vpd15","4b78b4de94ed25f4",,0
"GCW","W","2022-09-01 03:15:00","RM Young 05103-10-L",,,,315.3846,"wx_winddir15","f04d4a69c6cc473b",0,0
"GCW","W","2022-09-01 03:15:00","RM Young 05103-10-L",,,,0.7700621,"wx_windspeed15","8ec822219232f52d",,0
"GCW","W","2022-09-01 03:30:00","CS106",,,,1014.619,"wx_barpress15","83747f94e042a22c",0,0
"GCW","W","2022-09-01 03:30:00","CS700",,,,0,"wx_gcrew_rain15","d2fbe328448bf12b",0,0
"GCW","W","2022-09-01 03:30:00","RM Young 05103-10-L",,,,1.3916,"wx_maxws15","e6713861c82f16b6",0,0
"GCW","W","2022-09-01 03:30:00","RM Young 05103-10-L",,,,0,"wx_minws15","052800d5f7a51393",0,0
"GCW","W","2022-09-01 03:30:00","LI-190R",,,,0.453,"wx_par_den15","16521016fb3831a4",,0
"GCW","W","2022-09-01 03:30:00","LI-190R",,,,0,"wx_par_tot15","61a2bc7b7277de34",,0
"GCW","W","2022-09-01 03:30:00","CS EE181",,,,95.2,"wx_rh15","0463281e2278a406",0,0
"GCW","W","2022-09-01 03:30:00","LI-200R",,,,0.122,"wx_slr_fd15","28b66b14c36ff014",,0
"GCW","W","2022-09-01 03:30:00","LI-200R",,,,0.001,"wx_slr_tf15","d95fbee0b90f78fc",,0
"GCW","W","2022-09-01 03:30:00","CS106",,,,4.352166,"wx_svp15","a8d5a579f79d72a7",,0
"GCW","W","2022-09-01 03:30:00","CS EE181",,,,16.85,"wx_tempavg15","de201560bb28cc26",0,0
"GCW","W","2022-09-01 03:30:00","CS106",,,,0,"wx_vappress15","e23a255fe1a412a7",1,0
"GCW","W","2022-09-01 03:30:00","CS106",,,,4.352166,"wx_vpd15","ba3ecc4f3264ac55",,0
"GCW","W","2022-09-01 03:30:00","RM Young 05103-10-L",,,,310.9604,"wx_winddir15","5a1ff12993ded315",0,0
"GCW","W","2022-09-01 03:30:00","RM Young 05103-10-L",,,,0.6598666,"wx_windspeed15","19acf10a99994c04",,0
"GCW","W","2022-09-01 03:45:00","CS106",,,,1014.688,"wx_barpress15","5e4578ea625ab0d5",0,0
"GCW","W","2022-09-01 03:45:00","CS700",,,,0,"wx_gcrew_rain15","f7bd7f2934e38fcf",0,0
"GCW","W","2022-09-01 03:45:00","RM Young 05103-10-L",,,,1.2348,"wx_maxws15","5a5c16ff7e3729a0",0,0
"GCW","W","2022-09-01 03:45:00","RM Young 05103-10-L",,,,0,"wx_minws15","691696dc9c934cdd",0,0
"GCW","W","2022-09-01 03:45:00","LI-190R",,,,0.359,"wx_par_den15","ba77924c98c18189",,0
"GCW","W","2022-09-01 03:45:00","LI-190R",,,,0,"wx_par_tot15","a8784a1c80b1c7dc",,0
"GCW","W","2022-09-01 03:45:00","CS EE181",,,,94.1,"wx_rh15","c67f3c7cc293c7b8",0,0
"GCW","W","2022-09-01 03:45:00","LI-200R",,,,0.123,"wx_slr_fd15","9c51009c43132dfb",,0
"GCW","W","2022-09-01 03:45:00","LI-200R",,,,0.001,"wx_slr_tf15","1bb6afd0b11dc3de",,0
"GCW","W","2022-09-01 03:45:00","CS106",,,,4.352211,"wx_svp15","cdfa394428a143bc",,0
"GCW","W","2022-09-01 03:45:00","CS EE181",,,,16.77,"wx_tempavg15","1360a1b669b30b5f",0,0
