"","Run_Date","N2O_Curve","CO2_Curve","CH4_Curve","Sample_ID","N2O_Area","CO2_Area","CH4_Area","N2O_Conc_ppm","CO2_Conc_ppm","CH4_Conc_ppm","N2O_Flag","CO2_Flag","CH4_Flag","Notes"
"13","4/20/2026","High","High","Low","Gcrew_UP_C_T3",114772,7881879,2021,64.7218426350762,65906.8213674719,2.66228966932827,"Within Range","ADL","Within Range",NA
"14","4/20/2026","High","High","Low","Gcrew_UP_C_T4",126148,8279504,1738,73.2438913840052,69374.5032815609,2.17875508112472,"Within Range","ADL","BDL",NA
"15","4/20/2026","High","High","Low","Gcrew_UP_C_T5",261502,9797198,2455,174.640989341331,82610.2908575971,3.40382327809273,"Within Range","ADL","Within Range",NA
"16","4/20/2026","High","High","Low","Gcrew_UP_C_T6",105839,8700231,2325,58.0299068514806,73043.6574058461,3.18170491602042,"Within Range","ADL","Within Range",NA
"17","4/20/2026","High","High","Low","Gcrew_UP_B_T1",25761,9571373,2018,-1.95854424879501,80640.8742760211,2.65716386097275,"BDL","ADL","Within Range",NA
"18","4/20/2026","High","High","Low","Gcrew_UP_B_T2",58262,10394139,2751,22.3887752298391,87816.204744999,3.90956970250351,"Within Range","ADL","Within Range",NA
"19","4/20/2026","High","High","Low","Gcrew_TR_A_T2",35621,8380413,1432,5.42783063380343,70254.5292212498,1.65592262886222,"Within Range","ADL","BDL",NA
"20","4/20/2026","High","High","Low","Gcrew_TR_A_T3",17061,9129220,1227,-8.47593385108775,76784.8643134679,1.30565905790205,"BDL","ADL","BDL",NA
"21","4/20/2026","High","High","Low","Gcrew_TR_A_T4",24814,9134252,1342,-2.66796585263079,76828.7483131956,1.50214837819678,"BDL","ADL","BDL",NA
"22","4/20/2026","High","High","Low","Gcrew_UP_B_T6",189454,9174675,2421,120.668013931447,77181.276715618,3.34573078339689,"Within Range","ADL","Within Range",NA
"23","4/20/2026","High","High","Low","Gcrew_UP_C_T0",23755,8079774,1756,-3.46128948353056,67632.660820194,2.2095099312578,"BDL","ADL","BDL",NA
"24","4/20/2026","High","High","Low","Gcrew_TR_B_T0",17590,5439415,1213,-8.07964659825869,44606.1279034959,1.28173861890964,"BDL","Within Range","BDL",NA
"25","4/20/2026","High","High","Low","Gcrew_TR_B_T1",58945,5791235,1627,22.9004277698811,47674.3450704618,1.98910017197067,"Within Range","Within Range","BDL",NA
"26","4/20/2026","High","High","Low","Gcrew_TR_B_T2",32377,6016080,2261,2.99766834991404,49635.215086113,3.07235433776944,"Within Range","Within Range","Within Range",NA
"27","4/20/2026","High","High","Low","Gcrew_TR_B_T3",29843,7201162,1217,1.09938498759108,59970.2981873074,1.28857303005033,"BDL","ADL","BDL",NA
"28","4/20/2026","High","High","Low","Gcrew_TR_B_T4",29769,5837440,1167,1.04394971970951,48077.2982118399,1.20314289079175,"BDL","Within Range","BDL",NA
"29","4/20/2026","High","High","Low","Gcrew_TR_B_T5",13040,6355354,1301,-11.4881664477336,52594.0187672715,1.43209566400474,"BDL","ADL","BDL",NA
"30","4/20/2026","High","High","Low","Gcrew_TR_A_T0",20550,5721090,1231,-5.86223588299587,47062.6115329232,1.31249346904273,"BDL","Within Range","BDL",NA
"31","4/20/2026","High","High","Low","Gcrew_TR_A_T1",26098,9153439,1582,-1.70608904236137,76996.0778646212,1.91221304663795,"BDL","ADL","BDL",NA
"32","4/20/2026","High","High","Low","Gcrew_TR_C_T1",43486,7727799,1058,11.3197006593244,64563.0919004544,1.01690518720805,"Within Range","ADL","BDL",NA
"33","4/20/2026","High","High","Low","Gcrew_TR_C_T2",41448,6879248,1144,9.79298341685628,57162.890816815,1.16384502673281,"Within Range","ADL","BDL",NA
"34","4/20/2026","High","High","Low","Gcrew_TR_C_T3",50486,6833797,1206,16.5635773508243,56766.5132986075,1.26977839941344,"Within Range","ADL","BDL",NA
"35","4/20/2026","High","High","Low","Gcrew_TR_C_T4",44198,8594952,1379,11.8530778313741,72125.5207589216,1.56536668124812,"Within Range","ADL","BDL",NA
"36","4/20/2026","High","High","Low","Gcrew_TR_C_T5",14349,6581791,1536,-10.5075615064231,54568.7725920576,1.83361731852006,"BDL","ADL","BDL",NA
"37","4/20/2026","High","High","Low","Gcrew_UP_A_T1",27298,8989281,1619,-0.807138752389964,75564.4583043496,1.9754313496893,"BDL","ADL","BDL",NA
"38","4/20/2026","Low","High","High","Gcrew_WC_A_T0",4476,5912900,28112,1.8236127927465,48735.3837880415,41.0454686987032,"Within Range","Within Range","Within Range",NA
"39","4/20/2026","Low","High","High","Gcrew_WC_A_T1",4957,5925008,444450,2.03844523245129,48840.9774821397,706.367717218825,"Within Range","Within Range","Within Range",NA
"40","4/20/2026","Low","High","High","Gcrew_WC_A_T2",9347,3948567,154421,3.99918205221019,31604.4639078826,242.891535808427,"Within Range","Within Range","Within Range",NA
"41","4/20/2026","Low","High","Low","Gcrew_TR_C_T0",7585,7825898,1073,3.21220750177393,65418.6118705021,1.04253422898563,"Within Range","ADL","BDL",NA
"42","4/20/2026","Low","High","Low","Gcrew_TR_C_T6",4901,8682830,1258,2.01343355547942,72891.9035347689,1.35862574424237,"Within Range","ADL","BDL",NA
"43","4/20/2026","Low","High","High","Gcrew_WC_A_T5",9874,5952315,92543,4.23455979799902,49079.1214369414,144.008392559605,"Within Range","Within Range","Within Range",NA
"44","4/20/2026","Low","High","High","Gcrew_WC_A_T6",6119,7857934,3030064,2.55743752961754,65697.9973663833,4838.26660774793,"Within Range","ADL","ADL",NA
"45","4/20/2026","Low","High","Low","Gcrew_UP_A_T0",5109,8449395,1617,2.10633406994636,70856.120252492,1.97201414411896,"Within Range","ADL","BDL",NA
"46","4/20/2026","Low","High","Low","Gcrew_TR_A_T5",9440,9449684,2868,4.04071930146704,79579.6262547861,4.10947622836858,"Within Range","ADL","Within Range",NA
"47","4/20/2026","Low","High","Low","Gcrew_TR_A_T6",9668,6854033,1709,4.14255255770965,56942.9911639668,2.12920560035474,"Within Range","ADL","BDL",NA
"48","4/20/2026","Low","High","Low","Gcrew_UP_B_T0",8158,9192707,2356,3.46813055364679,77338.5335286324,3.23467160236074,"Within Range","ADL","Within Range",NA
"49","4/20/2026","Low","High","Low","Gcrew_TR_B_T6",6522,6448865,1350,2.73743227639723,53409.5268552146,1.51581720047815,"Within Range","ADL","BDL",NA
"50","5/11/2026","High","High","High","MSM_WC_B_T3",17647,10878487,55106,-13.1179221212003,37761.9987860445,88.03610023611,"BDL","Within Range","Within Range",""
"51","5/11/2026","High","High","High","MSM_WC_A_T5",27864,11992728,19926,-6.07463934436419,41840.798086748,30.638412295168,"BDL","Within Range","Within Range",""
"52","5/11/2026","High","High","High","MSM_WC_C_T4",19257,10776582,15461,-12.0080380778699,37388.964547726,23.3535721400712,"BDL","Within Range","Within Range",""
"53","5/11/2026","High","High","Low","MSM_TR_A_T2",16141,14690487,1619,-14.1561117915453,51716.2357368315,2.2236881067533,"BDL","ADL","BDL",""
"54","5/11/2026","High","High","High","MSM_WC_B_T2",25767,9788245,45853,-7.52024607657769,33771.0504120413,72.9394314891647,"BDL","Within Range","Within Range",""
"55","5/11/2026","High","High","High","MSM_WC_C_T0",13016,12510502,18931,-16.3103898259598,43736.1656321197,29.0150268630692,"BDL","Within Range","Within Range",""
"56","5/11/2026","High","High","High","MSM_WC_C_T2",13845,8953612,24757,-15.7389029489903,30715.7863383408,38.5203972423736,"BDL","Within Range","Within Range",""
"57","5/11/2026","High","High","Low","MSM_TR_B_T1",45464,18541593,3130,6.05825454545819,65813.6244164217,4.76491443520321,"Within Range","ADL","Within Range",""
"58","5/11/2026","High","High","Low","MSM_TR_A_T5",13307,15496484,1835,-16.1097834553951,54666.6746454421,2.58696069903999,"BDL","ADL","Within Range",""
"59","5/11/2026","High","High","Low","MSM_TR_B_T3",12875,19965281,1173,-16.4075908508726,71025.187820407,1.47359747638358,"BDL","ADL","BDL",""
"60","5/11/2026","High","High","High","MSM_WC_A_T6",24340,13805056,33252,-8.50397559821272,48475.0201078776,52.3803562832576,"BDL","Within Range","Within Range",""
"61","5/11/2026","High","High","High","MSM_WC_B_T0",12379,9037933,21844,-16.7495178604949,31024.4524490248,33.7677120527214,"BDL","Within Range","Within Range",""
"62","5/11/2026","High","High","High","MSM_WC_A_T3",42937,13046952,94321,4.31621915570926,45699.8986888484,152.017064778578,"Within Range","Within Range","Within Range",""
"63","5/11/2026","High","High","Low","MSM_TR_C_T0",16601,22269748,6118,-13.8390020648795,79460.9377058397,9.79018529516901,"BDL","ADL","Within Range",""
"64","5/11/2026","High","High","Low","MSM_TR_C_T1",18986,17045521,862,-12.1948570690144,60337.0915771148,0.950552216193025,"BDL","ADL","BDL",""
"65","5/11/2026","High","High","Low","MSM_TR_A_T3",12537,12955761,1015,-16.6405975630749,45366.0842025474,1.20787030239609,"BDL","Within Range","BDL",""
"66","5/11/2026","High","High","High","MSM_WC_B_T1",25988,11078859,36774,-7.3678955339839,38495.4820930495,58.1266512499432,"BDL","Within Range","Within Range",""
"67","5/11/2026","High","High","Low","MSM_TR_C_T4",16306,17902932,1057,-14.0423659113282,63475.7369753864,1.27850663978517,"BDL","ADL","BDL",""
"68","5/11/2026","High","High","Low","MSM_TR_C_T5",19873,19205134,1195,-11.5833867917262,68242.5877796332,1.510597462635,"BDL","ADL","BDL",""
"69","5/11/2026","High","High","High","MSM_WC_A_T2",14941,14772888,762492,-14.9833545567605,52017.8734805308,1242.16688141266,"BDL","ADL","ADL",""
"70","5/11/2026","High","High","Low","MSM_WC_C_T3",31281,10264687,2865,-3.71906557041402,35515.117715637,4.31923278262927,"BDL","Within Range","Within Range",""
"71","5/11/2026","High","High","High","MSM_WC_A_T4",15505,11481741,18257,-14.5945504571094,39970.2750865455,27.9153667814264,"BDL","Within Range","Within Range",""
"72","5/11/2026","High","High","Low","MSM_WC_C_T5",16581,11656500,3475,-13.8527894442998,40609.9992458537,5.34514149232777,"BDL","Within Range","Within Range",""
"73","5/11/2026","Low","High","High","MSM_WC_A_T1",9211,18062700,842956,2.98452841385748,64060.5849630971,1373.4473692603,"Within Range","ADL","ADL",""
"74","5/11/2026","Low","High","Low","MSM_TR_B_T2",8875,20318925,3802,2.86968533608087,72319.7398068247,5.89509583342845,"Within Range","ADL","Within Range",""
"75","5/11/2026","Low","High","High","MSM_WC_A_T0",3298,13812184,896016,0.963495321913865,48501.1129203081,1460.01704868459,"BDL","Within Range","ADL",""
"76","5/11/2026","Low","High","Low","MSM_TR_B_T4",5886,23510866,1263,1.84806045669318,84004.1839429559,1.62496105650303,"Within Range","ADL","BDL",""
"77","5/11/2026","Low","High","High","MSM_WC_C_T6",9042,18575992,1681074,2.92676508009484,65939.545664289,2740.87304924002,"Within Range","ADL","ADL",""
"78","5/11/2026","Low","High","Low","MSM_TR_A_T0",8698,12141106,1221,2.80918764332356,42383.9517515654,1.55432471911395,"Within Range","Within Range","BDL",""
"79","5/11/2026","Low","High","Low","MSM_TR_A_T1",7798,12508969,1390,2.50157225642194,43730.5539203554,1.83855188622714,"Within Range","Within Range","BDL",""
"80","5/11/2026","Low","High","Low","MSM_TR_A_T6",11668,15828981,1715,3.82431842009889,55883.8157586178,2.38514259221405,"Within Range","ADL","BDL",""
"81","5/11/2026","Low","High","High","MSM_WC_B_T4",11738,13700206,42534,3.84824406130235,48091.2053795749,67.5243397814902,"Within Range","Within Range","Within Range",""
"82","5/11/2026","Low","High","High","MSM_WC_B_T5",6110,16993933,987524,1.92462250854425,60148.2481416958,1609.31629905695,"Within Range","ADL","ADL",""
"83","5/11/2026","Low","High","High","MSM_WC_B_T6",8411,17717619,120414,2.71109251438938,62797.3787613094,194.588920135116,"Within Range","ADL","Within Range",""
"84","5/11/2026","Low","High","Low","MSM_TR_C_T3",5857,22390139,1542,1.83814840533746,79901.6419400323,2.09418815487333,"Within Range","ADL","BDL",""
"85","5/11/2026","Low","High","Low","MSM_TR_B_T0",11668,15828981,1715,3.82431842009889,55883.8157586178,2.38514259221405,"Within Range","ADL","BDL",""
"86","5/11/2026","Low","High","Low","MSM_TR_B_T5",10142,25058323,3222,3.30273944186348,89668.8171142974,4.91964165043643,"Within Range","ADL","Within Range",""
"87","5/11/2026","Low","High","Low","MSM_WC_C_T1",7744,10954666,2663,2.48311533320784,38040.8602279841,3.97950563613894,"Within Range","Within Range","Within Range",""
"88","5/11/2026","Low","High","Low","MSM_TR_C_T2",11322,19091613,957,3.70605739357893,67827.0319210575,1.11032488409689,"Within Range","ADL","BDL",""
"89","5/11/2026","Low","High","Low","MSM_TR_B_T6",5328,30009471,3794,1.65733891681418,107793.028124375,5.88164129297339,"Within Range","ADL","Within Range",""
"90","5/11/2026","Low","High","Low","MSM_TR_C_T6",7801,17594969,1544,2.50259764104495,62348.4052140865,2.09755178998709,"Within Range","ADL","BDL",""
"91","5/11/2026","Low","High","Low","MSM_TR_A_T4",7766,15432685,1604,2.49063482044322,54433.1315281222,2.19846084340006,"Within Range","ADL","BDL",""
"92","5/12/2026","High","High","Low","GWI_UP_A_T5",24336,14271425,1293,0.870742691146489,59778.756953454,1.84205530612569,"BDL","ADL","BDL",""
"93","5/12/2026","High","High","Low","GWI_UP_C_T4",28971,16729051,1906,4.66778091677801,70555.1582578284,2.87065259483183,"Within Range","ADL","Within Range",""
"94","5/12/2026","High","High","Low","GWI_UP_B_T5",14460,10463700,988,-7.21977500385608,43082.3301347684,1.33027362088039,"BDL","Within Range","BDL",""
"95","5/12/2026","High","High","Low","GWI_TR_A_T1",22999,13609020,1398,-0.224541042978505,56874.1888434063,2.01824244366916,"BDL","ADL","BDL",""
"96","5/12/2026","High","High","Low","GWI_UP_C_T2",13707,9761048,1333,-7.83664011365124,40001.2836576717,1.90917421566606,"BDL","Within Range","BDL",""
"97","5/12/2026","High","High","Low","GWI_TR_B_T1",16956,19343555,1731,-5.17502691082992,82019.4511632144,2.57700736559272,"BDL","ADL","Within Range",""
"98","5/12/2026","High","High","Low","GWI_UP_B_T6",18472,10962190,406,-3.93310459150793,45268.1502254647,0.353693487068032,"BDL","Within Range","BDL",""
"99","5/12/2026","High","High","Low","GWI_UP_A_T3",19622,11600682,4157,-2.99101312236527,48067.8626396533,6.64776922921603,"BDL","Within Range","Within Range",""
"100","5/12/2026","High","High","Low","GWI_UP_C_T5",64209,11452014,1316,33.5351019512556,47415.9709241853,1.8806486791114,"Within Range","Within Range","BDL",""
"101","5/12/2026","High","High","Low","GWI_UP_C_T6",15550,17657091,1326,-6.32683613310347,74624.5046378356,1.89742840649649,"BDL","ADL","BDL",""
"102","5/12/2026","High","High","Low","GWI_UP_A_T4",77359,11150002,1092,44.3077130984087,46091.6837825548,1.50478278568534,"Within Range","Within Range","BDL",""
"103","5/12/2026","High","High","Low","GWI_TR_B_T3",13618,12838645,1087,-7.90954980126314,53496.1849669591,1.4963929219928,"BDL","ADL","BDL",""
"104","5/12/2026","High","High","Low","GWI_UP_B_T3",12255,10138098,657,-9.02613299469049,41654.6036143349,0.774864644433841,"BDL","Within Range","BDL",""
"105","5/12/2026","High","High","Low","GWI_TR_C_T2",31455,15748848,2632,6.70269849012617,66257.083250585,4.08886080298951,"Within Range","ADL","Within Range",""
"106","5/12/2026","High","High","Low","GWI_TR_C_T3",27450,13507812,1038,3.42176254759019,56430.4036526518,1.41417225780585,"Within Range","ADL","BDL",""
"107","5/12/2026","High","High","Low","GWI_TR_C_T0",13483,18398726,2702,-8.02014314764076,77876.4869904677,4.20631889468515,"BDL","ADL","Within Range",""
"108","5/12/2026","High","High","Low","GWI_TR_C_T5",52652,13739280,1038,24.0674922913584,57445.3636413242,1.41417225780585,"Within Range","ADL","BDL",""
"109","5/12/2026","High","High","Low","GWI_TR_C_T6",28760,9617032,818,4.49492761243966,39369.7904157175,1.04501825533382,"Within Range","Within Range","BDL",""
"110","5/12/2026","High","High","Low","GWI_WC_A_T0",19327,5844343,1486,-3.23268006444969,22826.9923412347,2.16590404465797,"BDL","Within Range","BDL",""
"111","5/12/2026","High","High","Low","GWI_TR_C_T4",67717,13804671,903,36.4088905371273,57732.0954946226,1.1876459381071,"Within Range","ADL","BDL",""
"112","5/12/2026","High","High","Low","GWI_WC_A_T2",17883,9180723,642,-4.41561926570361,37456.6267054092,0.749695053356203,"BDL","Within Range","BDL",""
"113","5/12/2026","High","High","Low","GWI_WC_A_T3",14811,10954853,757,-6.93223230327428,45235.9783423669,0.942661918284761,"BDL","Within Range","BDL",""
"114","5/12/2026","High","High","Low","GWI_UP_A_T6",41913,13214080,1011,15.2699963895122,55142.4233383418,1.3688669938661,"Within Range","ADL","BDL",""
"115","5/12/2026","High","High","Low","GWI_WC_A_T1",22993,10408861,707,-0.229456302817511,42841.8675618909,0.858763281359301,"BDL","Within Range","BDL",""
"116","5/12/2026","High","High","Low","GWI_WC_A_T6",18903,11870451,1089,-3.58002509307273,49250.7680139779,1.49974886746981,"BDL","Within Range","BDL",""
"117","5/12/2026","Low","High","Low","GWI_UP_A_T0",3614,6728547,1517,1.65910038640133,26704.1230108049,2.21792119955175,"Within Range","Within Range","BDL","messed up data collection the 2 times"
"118","5/12/2026","Low","High","Low","GWI_UP_A_T1",5542,13847439,1636,2.57661847073536,57919.6281505212,2.41759995543435,"Within Range","ADL","BDL",""
"119","5/12/2026","Low","High","Low","GWI_UP_A_T2",11552,15633310,1049,5.43672411744052,65750.462693224,1.43262995792945,"Within Range","ADL","BDL",""
"120","5/12/2026","Low","High","Low","GWI_UP_B_T0",3333,9874077,828,1.52537498095638,40496.9025447734,1.06179798271891,"Within Range","Within Range","BDL",""
"121","5/12/2026","Low","High","Low","GWI_UP_C_T3",11807,13060210,1206,5.5580763536984,54467.7214639703,1.69607167787539,"Within Range","ADL","BDL",""
"122","5/12/2026","Low","High","Low","GWI_UP_B_T2",10537,15006580,1007,4.95369462802193,63002.3252673136,1.36215510291206,"Within Range","ADL","BDL",""
"123","5/12/2026","Low","High","Low","GWI_WC_A_T4",8847,10658440,653,4.14943863086191,43936.242158003,0.768152753479804,"Within Range","Within Range","BDL",""
"124","5/12/2026","Low","High","Low","GWI_UP_B_T4",7810,12519566,797,3.65593953674656,52097.0610352467,1.00978082782513,"Within Range","ADL","BDL",""
"125","5/12/2026","Low","High","Low","GWI_UP_B_T1",3986,10345947,1797,1.83613188400105,42565.997062611,2.68775356633433,"Within Range","Within Range","Within Range",""
"126","5/12/2026","Low","High","Low","GWI_TR_A_T5",10311,33391304,3326,4.84614323431888,143617.1802917,5.25337388351489,"Within Range","ADL","Within Range",""
"127","5/12/2026","Low","High","Low","GWI_TR_A_T2",11526,27605286,3199,5.42435094825345,118246.171064774,5.04027134572422,"Within Range","ADL","Within Range",""
"128","5/12/2026","Low","High","Low","GWI_UP_C_T1",4136,10841785,1226,1.90751555238803,44740.1884448467,1.72963113264557,"Within Range","Within Range","BDL",""
"129","5/12/2026","Low","High","Low","GWI_TR_A_T4",8737,20818325,1505,4.09709060737812,88486.1443670022,2.19778552668964,"Within Range","ADL","BDL",""
"130","5/12/2026","Low","High","Low","GWI_TR_B_T2",8150,16553649,1350,3.81774251842373,69786.0410928937,1.93769975222072,"Within Range","ADL","BDL",""
"131","5/12/2026","Low","High","Low","GWI_UP_C_T0",3003,11336125,1459,1.36833091050501,46907.8112730575,2.12059878071822,"Within Range","Within Range","BDL",""
"132","5/12/2026","Low","High","Low","GWI_TR_B_T4",4185,20108736,1245,1.93083421739445,85374.6799598183,1.76151261467725,"Within Range","ADL","BDL",""
"133","5/12/2026","Low","High","Low","GWI_TR_B_T5",5153,23001589,2102,2.39149682405178,98059.5005316073,3.19953525157963,"Within Range","ADL","Within Range",""
"134","5/12/2026","Low","High","Low","GWI_TR_A_T0",5939,30718664,2625,2.76554724639958,131897.967855747,4.07711499381994,"Within Range","ADL","Within Range",""
"135","5/12/2026","Low","High","Low","GWI_TR_B_T6",5280,24628872,3218,2.45193499661943,105194.945324178,5.0721528277559,"Within Range","ADL","Within Range",""
"136","5/12/2026","Low","High","Low","GWI_TR_C_T1",3381,18503456,2425,1.54821775484021,78335.7157374809,3.7415204461181,"Within Range","ADL","Within Range",""
"137","5/12/2026","Low","High","Low","GWI_TR_A_T3",6322,21437754,2081,2.94781354634768,91202.2677655858,3.16429782407094,"Within Range","ADL","Within Range",""
"138","5/12/2026","Low","High","Low","GWI_TR_A_T6",6203,11555986,1043,2.89118250276067,47871.8759302433,1.42256212149839,"Within Range","Within Range","BDL",""
"139","5/12/2026","Low","High","Low","GWI_TR_B_T0",4667,17328105,1554,2.16021373847796,73181.9396749321,2.28000619087659,"Within Range","ADL","BDL",""
"140","5/12/2026","Low","High","Low","GWI_WC_A_T5",11679,9984416,665,5.49716229000817,40980.7260978784,0.788288426341915,"Within Range","Within Range","BDL",""
"141","5/13/2026","High","High","Low","GWI_WC_C_T5",14234,8496229,1320,-9.53869875768203,38509.6822508724,2.01000300193,"BDL","Within Range","BDL",NA
"142","5/13/2026","Low","High","High","GWI_WC_C_T3",3617,9192745,92429,1.52181738850973,41891.1921622078,139.33551274293,"Within Range","Within Range","Within Range",NA
"143","5/13/2026","Low","High","High","GWI_WC_C_T2",8984,7987736,49737,3.80816268764233,36041.0036859224,67.1177471063643,"Within Range","Within Range","Within Range",NA
"144","5/13/2026","Low","High","Low","GWI_WC_B_T0",3862,7492304,838,1.62618753911295,33635.7348645418,1.19770531673682,"Within Range","Within Range","BDL",NA
"145","5/13/2026","Low","High","Low","GWI_WC_B_T1",3938,7054612,1331,1.65856358583069,31510.787503516,2.02854091590744,"Within Range","Within Range","BDL",NA
"146","5/13/2026","Low","High","Low","GWI_WC_B_T2",5115,7388265,1022,2.15996630934085,33130.636762466,1.50779405963215,"Within Range","Within Range","BDL",NA
"147","5/13/2026","Low","High","Low","GWI_WC_B_T3",6228,5933054,396,2.63410499350977,26065.7446141386,0.452818227825237,"Within Range","Within Range","BDL",NA
"148","5/13/2026","Low","High","Low","GWI_WC_B_T4",9293,7551227,699,3.9397968775868,33921.7996620563,0.963453494658293,"Within Range","Within Range","BDL",NA
"149","5/13/2026","Low","High","Low","GWI_WC_B_T5",3983,7126026,669,1.6777336134925,31857.4947561966,0.912895547447099,"Within Range","Within Range","BDL",NA
"150","5/13/2026","Low","High","Low","GWI_WC_B_T6",3364,8240573,880,1.41403923298885,37268.4999982143,1.2684864428325,"Within Range","Within Range","BDL",NA
"151","5/13/2026","Low","High","Low","GWI_WC_C_T0",3420,10848235,1304,1.43789526741245,49928.4172124819,1.98303876341737,"Within Range","Within Range","BDL",NA
"152","5/13/2026","Low","High","Low","GWI_WC_C_T1",8956,8512642,1007,3.79623467043053,38589.3655922095,1.48251508602655,"Within Range","Within Range","BDL",NA
"153","5/13/2026","Low","High","Low","GWI_WC_C_T6",11049,12944409,84,4.68785395701233,60105.1154604528,-0.0729844231711783,"Within Range","ADL","BDL",NA
"154","5/13/2026","Low","High","Low","GWI_WC_C_T4",5873,8490556,1505,2.48287477528878,38482.1404489224,2.32177700973236,"Within Range","Within Range","BDL",NA
"155","5/4/2026","High","High","High","Gcrew_WC_B_T1",17695,4237576,14192,-4.70195878400058,45995.4704264979,20.9508170282283,"BDL","Within Range","Within Range",NA
"156","5/4/2026","High","High","High","SWH_UP_A_T5",103118,7275278,15045,64.5438098741489,80814.7755934401,22.3992860415719,"Within Range","ADL","Within Range",NA
"157","5/4/2026","High","High","High","Gcrew_WC_B_T6",14955,4101104,15498,-6.92306324208949,44431.1760306872,23.16851987867,"BDL","Within Range","Within Range",NA
"158","5/4/2026","High","High","High","SWH_UP_C_T6",34098,8513835,14995,8.59467494812808,95011.590866845,22.3143816445412,"Within Range","ADL","Within Range",NA
"159","5/4/2026","High","High","High","Gcrew_WC_C_T2",23581,6041623,29470,0.0693626905656153,66674.1489237655,46.8942045849263,"BDL","ADL","Within Range",NA
"160","5/4/2026","High","High","Low","SWH_UP_C_T0",45165,8237585,3409,17.5658293414383,91845.1074354986,5.24894775013927,"Within Range","ADL","Within Range",NA
"161","5/4/2026","High","High","Low","SWH_UP_C_T1",137249,5910003,2781,92.2111515745258,65165.4700125119,4.17223158562508,"Within Range","ADL","Within Range",NA
"162","5/4/2026","High","High","High","Gcrew_WC_C_T5",15615,6244239,909057,-6.38805267919216,68996.6112112792,1540.51028200562,"BDL","ADL","ADL",NA
"163","5/4/2026","High","High","Low","SWH_UP_B_T0",44291,5158362,5753,16.8573456566318,56549.8726448354,9.26777368902661,"Within Range","ADL","Within Range",NA
"164","5/4/2026","High","High","High","SWH_UP_A_T0",151855,7096850,26504,104.051097455857,78769.5654371025,41.8576757530657,"Within Range","ADL","Within Range",NA
"165","5/4/2026","High","High","High","Gcrew_WC_B_T2",25492,4591975,21450,1.61846145677289,50057.7276630073,33.2755393012035,"Within Range","Within Range","Within Range",NA
"166","5/4/2026","High","High","High","Gcrew_WC_B_T3",27167,5572544,43955,2.97625341564111,61297.3855518468,71.4910084047176,"Within Range","ADL","Within Range",NA
"167","5/4/2026","High","High","High","Gcrew_WC_B_T4",12291,5126279,525794,-9.08256042323872,56182.1249962276,889.696003622142,"BDL","ADL","Within Range",NA
"168","5/4/2026","High","High","High","SWH_UP_A_T4",137068,6746469,11476,92.0644289807616,74753.3640573429,16.3388101815212,"Within Range","ADL","Within Range",NA
"169","5/4/2026","High","High","High","SWH_UP_C_T4",85554,7647154,12426,50.3060439245599,85077.360905713,17.9519937251043,"Within Range","ADL","Within Range",NA
"170","5/4/2026","High","High","High","SWH_UP_A_T6",52383,6395481,20830,23.4168994065791,70730.205010822,32.2227247780229,"Within Range","ADL","Within Range",NA
